Address,Parcel ID,Contractor Name,Price,Demolition Date,Commercial Building,Council_District,Latitude,Longitude
14841 Spring Garden,21017327,Rickman Enterprise Group,"$9,240.00 ",3/21/16,No,4,42.428344,-82.96936
14858 Spring Garden,21017188,Rickman Enterprise Group,"$9,080.00 ",3/21/16,No,4,42.427761,-82.968976
14974 Novara,21022411,Rickman Enterprise Group,"$8,460.00 ",3/21/16,No,3,42.439146,-82.967251
15019 Mapleridge,21017631,Rickman Enterprise Group,"$10,770.00 ",3/21/16,No,4,42.42946,-82.967368
1533 Taylor,6002193,Salenbien,"$15,285.00 ",3/21/16,No,5,42.376622,-83.095266
15894 Log Cabin,8009485,Salenbien,"$6,987.50 ",3/23/16,No,2,42.409218,-83.121146
15901 Petoskey,12012979,Salenbien,"$10,331.25 ",3/22/16,No,2,42.409123,-83.139746
15906 Dexter,12010694,Salenbien,"$20,522.10 ",3/22/16,No,2,42.409271,-83.136245
15906 Eastburn,21025569.002L,Esso Wrecking Co.,"$13,810.00 ",3/23/16,No,3,42.445366,-82.956391
15915 Braile,22105649,Adamo,"$8,087.00 ",3/23/16,No,1,42.407575,-83.245486
16596 Tracey,22031397,Adamo,"$9,541.00 ",3/23/16,No,2,42.413163,-83.180423
1662 Taylor,8002649,Salenbien,"$13,750.00 ",3/18/16,No,5,42.376435,-83.097357
1668 Taylor,8002648,Salenbien,"$14,055.00 ",3/18/16,No,5,42.376399,-83.097457
16929 Griggs,16041556,Adamo,"$11,476.00 ",3/22/16,No,2,42.416266,-83.163846
17185 Gable,13012693,Adamo,"$8,131.00 ",3/24/16,No,3,42.420358,-83.042035
18601 Margareta,22015624,Adamo,"$11,033.00 ",3/22/16,No,1,42.42643,-83.22547
18660 Gilchrist,22065501.01,Adamo,"$11,581.00 ",3/22/16,No,2,42.42747,-83.212292
19112 Margareta,22015764,Adamo,"$9,788.00 ",3/23/16,No,1,42.42695,-83.230001
19177 Ashton,22075422,Adamo,"$5,715.00 ",3/23/16,No,1,42.431173,-83.220922
19536 Hoyt,21029289,Brown Environmental Construction,"$6,059.00 ",3/23/16,No,3,42.439314,-82.980148
19771 Burt Rd,22107819,Adamo,"$11,311.00 ",3/23/16,No,1,42.43576,-83.249241
19956 Dresden,21034758,Brown Environmental Construction,"$5,296.00 ",3/23/16,No,3,42.443134,-82.999799
20026 Hamburg,21033841,Rickman Enterprise Group,"$8,880.00 ",3/21/16,No,3,42.444148,-82.997308
20036 Roselawn,16030525,Adamo,"$10,411.00 ",3/22/16,No,2,42.440636,-83.153051
20054 Roselawn,16030527,Adamo,"$4,973.00 ",3/22/16,No,2,42.440855,-83.153059
20251 Joann,21030741,Brown Environmental Construction,"$4,999.00 ",3/23/16,No,3,42.446516,-82.9908
20274 Buffalo,13014816,Adamo,"$12,541.00 ",3/24/16,No,3,42.445478,-83.048278
20288 Southfield,22073797-8,Adamo,"$9,608.00 ",3/22/16,No,2,42.442073,-83.219243
20500 Buffalo,13014823,Adamo,"$7,395.00 ",3/24/16,No,3,42.446307,-83.048315
20577 Hickory,21030376,Brown Environmental Construction,"$5,783.00 ",3/23/16,No,3,42.448711,-82.988411
2503 Algonquin,21047133,Able Demolition,"$14,364.73 ",3/24/16,No,4,42.37633,-82.960854
2528 Clairmount,10002428,Salenbien,"$13,787.30 ",3/21/16,No,5,42.373484,-83.10807
2736 Halleck,9005533,Adamo,"$8,119.00 ",3/24/16,No,3,42.407793,-83.066329
2963 Cody,9005988,Adamo,"$6,481.00 ",3/24/16,No,3,42.410882,-83.065841
3661 E Willis,13002228,Homrich,"$18,400.00 ",3/24/16,No,5,42.365042,-83.025837
3904 Sheridan,17012788-9,Adamo,"$13,888.00 ",3/28/16,No,5,42.36779,-83.01211
3905 Beaconsfield,21066332,Adamo,"$10,688.00 ",3/25/16,No,4,42.390597,-82.944727
4121 Van Dyke,17010161,Adamo,"$11,647.00 ",3/28/16,No,5,42.369914,-83.00868
4360 Devonshire,21070408,Adamo,"$12,661.00 ",3/25/16,No,4,42.397603,-82.938914
4513 Seyburn,17010835,Adamo,"$11,836.00 ",3/28/16,No,5,42.37274,-83.012168
4627 Alter,21063033,Homrich,"$12,500.00 ",3/28/16,No,4,42.3941,-82.952603
4824 Burns,17006286,Adamo,"$11,407.00 ",3/28/16,No,5,42.377889,-83.006096
4924 Florida,18012862-3,RDC Construction Services,"$14,500.00 ",3/24/16,No,6,42.331598,-83.13663
5064 Haverhill,21070044,Adamo,"$13,666.00 ",3/25/16,No,4,42.402345,-82.943188
5085 Courville,21071697,Adamo,"$12,984.00 ",3/25/16,No,4,42.40377,-82.940027
5539 Lakepointe,21065087,Adamo,"$11,251.00 ",3/25/16,No,4,42.401904,-82.954245
5774 Maryland,21064293,Adamo,"$9,001.00 ",3/25/16,No,4,42.403782,-82.956139
6344 Gladys,18003053,DMC Consultants,"$9,510.00 ",3/28/16,No,6,42.339913,-83.127921
7128 Lisbon,18000722,DMC Consultants,"$8,175.00 ",3/28/16,No,6,42.307141,-83.116036
7451 Varjo,15004253,Able Demolition,"$10,127.27 ",3/25/16,No,3,42.426085,-83.027076
8064 Traverse,17002051-2,RDC Construction Services,"$15,000.00 ",3/24/16,No,3,42.399752,-83.021716
8119 Cahalan,20003500,DMC Consultants,"$11,780.00 ",3/28/16,No,6,42.307122,-83.126736
8248 Marlowe,22040441,"Direct Construction Services, LLC","$6,897.69 ",3/25/16,No,7,42.354345,-83.187883
8277 Robson,22044556,"Direct Construction Services, LLC","$7,927.08 ",3/25/16,No,7,42.354646,-83.191721
9210 Longworth,20002965,DMC Consultants,"$21,212.50 ",3/28/16,No,6,42.301893,-83.133752
9389 Cheyenne,22026368,Rickman Enterprise Group,"$9,450.00 ",3/21/16,No,7,42.364989,-83.174351
411 W Hollywood,1006652,Rickman Enterprise Group,"$7,960.00 ",3/23/16,No,2,42.430325,-83.107521
4351 Alter,21063051,Brown Environmental Construction,"$5,012.00 ",3/23/16,No,4,42.392602,-82.951599
6013 LEIDICH,21036708,Brown Environmental Construction,"$4,884.00 ",3/22/16,No,4,42.396609,-82.984579
615 W Robinwood,1006533,Rickman Enterprise Group,"$5,140.00 ",3/22/16,No,2,42.429454,-83.111239
631 W Robinwood,1006535,Rickman Enterprise Group,"$8,190.00 ",3/23/16,No,2,42.42945,-83.111498
6829 Rutherford,22056831,"Direct Construction Services, LLC","$6,832.02 ",3/23/16,No,7,42.34184,-83.201417
685 Philip,21060781,Brown Environmental Construction,"$15,560.00 ",3/23/16,No,4,42.370388,-82.940396
7816 Rutland,22068585,"Direct Construction Services, LLC","$9,544.87 ",3/24/16,No,7,42.349927,-83.212543
8101 Hardyke,17001275,Brown Environmental Construction,"$49,757.00 ",3/21/16,No,3,42.390262,-83.020523
8402 Georgia,17001388,Brown Environmental Construction,"$9,468.00 ",3/21/16,No,3,42.393049,-83.017885
2800 St Joseph,11001490-8,Adamo,"$9,541.00 ",3/30/16,No,5,42.357813,-83.032878
20194 Stoepel,16019231,DMC Consultants,"$9,450.00 ",3/29/16,No,2,42.442738,-83.142762
3626 Ludden,13001543,Adamo,"$6,601.00 ",3/29/16,No,5,42.359853,-83.023154
8629 Vaughan,22098570,DMC Consultants,"$10,302.00 ",3/31/16,No,7,42.356172,-83.237459
9131 Grayton,21074146,Adamo,"$7,103.00 ",3/29/16,No,4,42.416082,-82.940007
9152 Mendota,18017140,Adamo,"$8,055.00 ",4/1/16,No,7,42.361895,-83.16385
9220 Boleyn,21074747,Adamo,"$9,577.00 ",3/29/16,No,4,42.417596,-82.940116
9410 Carlin,22032047,Adamo,"$8,258.00 ",4/1/16,No,7,42.365173,-83.178533
6953 Waldo,18001921,Salenbien,"$9,795.00 ",3/29/16,No,6,42.327617,-83.128296
7376 Globe,16007334,Salenbien,"$7,522.10 ",3/31/16,No,2,42.406939,-83.145218
7485 Rutland,22069086,DMC Consultants,"$8,644.00 ",3/31/16,No,7,42.347068,-83.213042
750 Morrell,16010218,Salenbien,"$9,087.50 ",3/30/16,No,6,42.31114,-83.095107
7717 Artesian,22085479,DMC Consultants,"$10,012.50 ",3/31/16,No,7,42.34861,-83.226203
8077 Brace,22081205-6,DMC Consultants,"$9,622.00 ",3/31/16,No,7,42.351675,-83.22384
8137 Winkelman,13012221,Adamo,"$6,121.00 ",3/31/16,No,5,42.388921,-83.04192
8211 Auburn,22092904,DMC Consultants,"$9,556.00 ",3/31/16,No,7,42.352402,-83.233662
8303 Yolanda,17005511,Esso Wrecking Co.,"$19,960.00 ",3/31/16,No,3,42.438276,-83.019315
8410 Minock,22090577,DMC Consultants,"$10,500.00 ",3/31/16,No,7,42.354244,-83.231821
8515 Plainview,22094707,DMC Consultants,"$8,462.00 ",3/31/16,No,7,42.355632,-83.23498
299 Belmont,1003271,Esso Wrecking Co.,"$11,060.00 ",4/1/16,No,5,42.390601,-83.081053
3070 Philip,21060160,Adamo,"$5,738.00 ",3/29/16,No,4,42.385858,-82.949851
308 Belmont,1003230,Esso Wrecking Co.,"$10,600.00 ",4/1/16,No,5,42.390217,-83.080534
319 Englewood,1003589,Esso Wrecking Co.,"$12,400.00 ",4/1/16,No,5,42.394037,-83.082889
364 Manistique,21060903,Adamo,"$4,973.00 ",3/31/16,No,4,42.365543,-82.93514
3640 Sylvester,13001763.002L,Adamo,"$6,121.00 ",3/30/16,No,5,42.36248,-83.024869
4047 E Outer Drive,15005100,Adamo,"$9,518.00 ",3/31/16,No,3,42.441423,-83.033266
4500 30th St,14011737,Salenbien,"$17,018.75 ",3/29/16,No,6,42.338129,-83.111138
5016 Mt Elliott,15014092-3,Adamo,"$11,476.00 ",3/30/16,No,5,42.370895,-83.027553
5566 Buckingham,21069750,Adamo,"$14,371.00 ",3/30/16,No,4,42.40526,-82.946278
5944 Woodhall,21075944,Adamo,"$7,688.00 ",3/29/16,No,4,42.414711,-82.930536
6226 Bluehill,21075538.01,Adamo,"$6,481.00 ",3/29/16,No,4,42.416689,-82.934204
6754 Vaughan,22097289,DMC Consultants,"$8,725.00 ",3/31/16,No,7,42.340296,-83.236144
9360 Kentucky,18015692,Adamo,"$9,143.00 ",4/4/16,No,7,42.364906,-83.156555
8434 Faust,22078489,DMC Consultants,"$8,250.00 ",4/4/16,No,7,42.35483,-83.220861
8868 Pinehurst,18017456,Adamo,"$11,647.00 ",4/4/16,No,7,42.359845,-83.164998
14410 Mayfield,21014911,DMC Consultants,"$8,586.00 ",4/6/16,No,4,42.422044,-82.974575
15811 Coram,21022168,Able Demolition,"$10,065.00 ",4/7/16,No,3,42.438533,-82.957984
17147 Hoover,17014122,Rickman Enterprise Group,"$5,670.00 ",4/7/16,No,3,42.420717,-83.004459
17155 Hoover,17014121,Rickman Enterprise Group,"$7,750.00 ",4/7/16,No,3,42.420805,-83.004463
17187 Dresden,21034949,Able Demolition,"$24,503.00 ",4/7/16,No,3,42.422964,-82.999622
17194 Hoover,21036112-3,Rickman Enterprise Group,"$6,490.00 ",4/7/16,No,3,42.421482,-83.00369
18666 Dresden,21034688,Able Demolition,"$10,482.00 ",4/7/16,No,3,42.431968,-82.999281
19139 Blackmoor,17016163,Rickman Enterprise Group,"$10,010.00 ",4/7/16,No,3,42.434848,-83.013577
19214 Hoover,21036280,Rickman Enterprise Group,"$11,960.00 ",4/7/16,No,3,42.43614,-83.004384
19959 Evergreen,22096076.02,DMC Consultants,"$7,832.00 ",4/5/16,No,1,42.438122,-83.239593
20182 Concord,15011243,Rickman Enterprise Group,"$12,430.00 ",4/7/16,No,3,42.444689,-83.032858
20479 Bramford,17016688,Rickman Enterprise Group,"$7,370.00 ",4/7/16,No,3,42.447281,-83.023861
2636 Garfield,11001659,DMC Consultants,"$16,740.00 ",4/6/16,No,5,42.362528,-83.037808
7293 Piedmont,22087877,DMC Consultants,"$8,159.50 ",4/5/16,No,7,42.344641,-83.228469
8034 Rosemont,22076187,DMC Consultants,"$10,015.00 ",4/5/16,No,7,42.35116,-83.21831
8059 Penrod,22078147,DMC Consultants,"$8,370.00 ",4/5/16,No,7,42.351461,-83.220202
1027 Military,16016464,Salenbien,"$28,148.95 ",4/1/16,No,6,42.309902,-83.103075
11035 Whithorn,21012522-3,DMC Consultants,"$9,100.00 ",3/30/16,No,4,42.411265,-83.004517
11200 Portlance,21020145,DMC Consultants,"$9,100.75 ",3/30/16,No,4,42.418062,-83.008385
1201 Beatrice,20012531,Adamo,"$6,015.00 ",4/1/16,No,6,42.279095,-83.145314
12020 Minock,22090729,Salenbien,"$7,328.30 ",3/29/16,No,7,42.374483,-83.232316
1204 Wheelock,18009267,Salenbien,"$7,522.10 ",3/30/16,No,6,42.306187,-83.116816
12252 Rutland,22068699,Adamo,"$12,121.00 ",4/4/16,No,7,42.37759,-83.21311
12531 Gunston,21036539-40,DMC Consultants,"$8,338.75 ",3/30/16,No,4,42.416561,-83.001157
12611 Filbert,21012727,DMC Consultants,"$8,653.00 ",3/30/16,No,4,42.417463,-82.988169
12631 Gunston,21036528-9,DMC Consultants,"$10,647.00 ",3/29/16,No,4,42.417406,-83.001695
12805 E State Fair,21024285-7,Rickman Enterprise Group,"$8,310.00 ",4/4/16,No,3,42.442238,-82.993703
1362 Lakewood,21054538,Adamo,"$9,901.00 ",3/31/16,No,4,42.377247,-82.947969
13665 Troester,21016706,DMC Consultants,"$11,499.00 ",3/30/16,No,4,42.426432,-82.982019
13892 Saratoga,21019093,DMC Consultants,"$8,521.00 ",3/30/16,No,3,42.432085,-82.980728
14287 Troester,21016753,DMC Consultants,"$8,472.00 ",3/30/16,No,4,42.426474,-82.97539
14292 Seymour,21016940,DMC Consultants,"$7,832.00 ",3/30/16,No,4,42.42681,-82.975258
14295 Troester,21016754,DMC Consultants,"$10,124.00 ",3/30/16,No,4,42.426474,-82.975251
14300 Minock,22090802,Adamo,"$9,046.00 ",4/4/16,No,1,42.391261,-83.233084
14404 Manning,21023166,Adamo,"$7,651.00 ",3/30/16,No,3,42.44065,-82.975335
14406 Seymour,21016939,DMC Consultants,"$7,580.00 ",3/30/16,No,4,42.426819,-82.974872
14967 Lannette,21010307,Rickman Enterprise Group,"$5,210.00 ",4/1/16,No,4,42.417753,-82.965902
15608 Liberal,21022685,Rickman Enterprise Group,"$9,700.00 ",4/5/16,No,3,42.43976,-82.960465
15677 Liberal,21022943,Rickman Enterprise Group,"$10,360.00 ",4/5/16,No,3,42.440311,-82.959297
15818 Liberal,21022667-8,Rickman Enterprise Group,"$9,720.00 ",4/5/16,No,3,42.439808,-82.957875
15915 Fairmount Dr,21025450,Adamo,"$7,358.00 ",3/29/16,No,3,42.445006,-82.95627
18471 Mound,13013189,Adamo,"$6,503.00 ",3/30/16,No,3,42.428924,-83.043945
19141 Justine,13018935-6,DMC Consultants,"$9,627.50 ",3/29/16,No,3,42.433853,-83.05909
19164 Bradford,21035051,Able Demolition,"$10,147.00 ",4/6/16,No,3,42.435552,-83.000682
19212 Justine,13018807,DMC Consultants,"$8,989.00 ",3/29/16,No,3,42.434902,-83.058562
19267 Justine,13018915-6,DMC Consultants,"$8,261.00 ",3/29/16,No,3,42.435622,-83.059194
19311 Bradford,21035237,Able Demolition,"$10,025.00 ",4/6/16,No,3,42.436569,-83.001425
19377 Bradford,21035228,Able Demolition,"$9,345.00 ",4/6/16,No,3,42.437453,-83.001463
19406 Hoover,21036294,Rickman Enterprise Group,"$14,730.00 ",4/5/16,No,3,42.437841,-83.00445
19409 Bradford,21035223,Able Demolition,"$7,065.00 ",4/6/16,No,3,42.437906,-83.001483
19518 Joann,21030654,Rickman Enterprise Group,"$8,470.00 ",4/5/16,No,3,42.438769,-82.989814
19620 Justine,13018843,DMC Consultants,"$7,991.00 ",3/29/16,No,3,42.438509,-83.058766
19644 Kingsville,21080314,Adamo,"$6,218.00 ",3/29/16,No,4,42.430747,-82.939623
19656 Hoover,21036308,Rickman Enterprise Group,"$14,290.00 ",4/4/16,No,3,42.439537,-83.004525
19727 Hoover,17013865,Rickman Enterprise Group,"$12,850.00 ",4/5/16,No,3,42.440546,-83.005224
19727 Joann,21030787,Rickman Enterprise Group,"$9,460.00 ",4/4/16,No,3,42.440925,-82.990562
19745 Joann,21030784,Rickman Enterprise Group,"$9,160.00 ",4/4/16,No,3,42.441145,-82.990569
19917 Hickory,21030427,Adamo,"$8,348.00 ",3/30/16,No,3,42.4426,-82.988209
19955 Bloom,13015388,Adamo,"$7,395.00 ",3/31/16,No,3,42.442026,-83.049789
20435 Carrie,15008380,Esso Wrecking Co.,"$19,410.00 ",3/30/16,No,3,42.446516,-83.031173
21134 Orchard,22014287,Salenbien,"$7,522.10 ",3/31/16,No,1,42.418306,-83.2499
2349 Carson,20007191,Salenbien,"$24,531.25 ",3/30/16,No,6,42.311906,-83.128254
2880 Central,18009709,Salenbien,"$23,031.25 ",4/1/16,No,6,42.31836,-83.127924
294 Marlborough,21059092,Adamo,"$13,105.00 ",3/31/16,No,4,42.363466,-82.936498
2963 Ashland,21062350,Adamo,"$16,044.00 ",3/29/16,No,4,42.384998,-82.947653
4740 Field,17013721,Adamo,"$10,186.00 ",4/5/16,No,5,42.372628,-83.016557
7712 Rutherford,22055721,DMC Consultants,"$6,596.00 ",4/4/16,No,7,42.348582,-83.201058
7807 St Marys,22059419,DMC Consultants,"$9,842.75 ",4/4/16,No,7,42.349871,-83.204198
8210 Greenview,22079660,DMC Consultants,"$9,908.00 ",4/4/16,No,7,42.352564,-83.222002
8253 Stahelin,22083926,DMC Consultants,"$10,846.00 ",4/4/16,No,7,42.353093,-83.225084
1010 E Euclid,5002731,Rickman Enterprise Group,"$10,210.00 ",2/12/16,No,5,42.381015,-83.06691
1028 Morrell,16010233,DMC Consultants,"$8,580.00 ",12/10/14,No,6,42.312578,-83.096143
10700 Marne,21068470,ABC Demolition,"$10,150.00 ",12/2/15,No,4,42.42322,-82.936929
11126 Corbett,21006924,Able Demolition,"$18,887.00 ",11/30/15,No,4,42.4007,-82.991957
11362 Roxbury,21058882,Rickman Enterprise Group,"$10,940.00 ",2/10/16,No,4,42.423322,-82.947495
117 Englewood,1003563,Rickman Enterprise Group,"$14,170.00 ",2/9/16,No,5,42.392891,-83.085904
11808 Dwyer,13011656,Homrich,"$13,900.00 ",3/14/16,No,3,42.41064,-83.040058
12074 Pinehurst,18017597,RDC Construction Services,"$8,250.00 ",2/16/16,No,7,42.376764,-83.165502
12292 Moran,9008894,DMC Consultants,"$14,920.00 ",12/22/15,No,3,42.409949,-83.058549
12317 Cheyenne,22026262,Rickman Enterprise Group,"$13,430.00 ",1/20/16,No,7,42.379066,-83.174902
12387 Loretto,21012327,RDC Construction Services,"$21,000.00 ",2/8/16,No,4,42.416236,-82.9891
12647 Chelsea,21008180-1,Able Demolition,"$10,403.00 ",12/2/15,No,4,42.408576,-82.980573
12669 Indiana,16036253,Able Demolition,"$14,692.47 ",10/27/15,No,7,42.381821,-83.157138
12754 Downing,20018338,Brown Environmental Construction,"$7,655.00 ",1/7/15,No,6,42.272725,-83.159319
12815 Kelly Rd,21057376,Salenbien,"$5,628.00 ",5/27/15,No,4,42.425164,-82.960715
13586 Faust,22078636,Rickman Enterprise Group,"$22,210.00 ",9/17/15,No,1,42.385557,-83.221833
14216 Roselawn,16030252,Adamo,"$9,950.00 ",2/10/16,No,7,42.392178,-83.150639
1424 Virginia Park,6001809,Rickman Enterprise Group,"$30,720.00 ",2/1/16,No,5,42.371997,-83.08982
1047 Lenox,21050175,Homrich,"$35,000.00 ",10/19/15,No,4,42.371445,-82.95238
1093 Chalmers,21056191,Able Demolition,"$13,816.80 ",2/9/16,No,4,42.374169,-82.945352
1142 W Euclid,6001919,DMC Consultants,"$15,880.00 ",5/7/15,No,5,42.373724,-83.087815
11704 Stout,22101056,DMC Consultants,"$9,956.00 ",12/11/14,No,7,42.373444,-83.239675
12358 Westphalia,21031526,Farrow Group,"$18,250.00 ",12/9/15,No,4,42.421567,-82.987956
12891 Faust,22079191,Rickman Enterprise Group,"$20,330.00 ",9/17/15,No,1,42.383226,-83.22251
12918 Lahser,22113226,Homrich,"$17,600.00 ",10/14/15,No,1,42.383283,-83.255841
1334 Annabelle,20013203.02,DMC Consultants,"$15,182.51 ",9/2/15,No,6,42.278227,-83.147996
14209 Fordham,21019851,Rickman Enterprise Group,"$19,630.00 ",8/2/15,No,4,42.434534,-82.977037
14283 Fordham,21019861,Farrow Group,"$12,607.50 ",12/9/15,No,4,42.43452,-82.975704
14508 Tuller,16026749,Able Demolition,"$22,500.00 ",6/23/15,No,7,42.395595,-83.146425
15908 Chapel,22111354,Rickman Enterprise Group,"$22,060.00 ",9/18/15,No,1,42.407359,-83.253153
15914 Chapel,22111355,Rickman Enterprise Group,"$22,230.00 ",9/18/15,No,1,42.407448,-83.253158
15915 Chapel,22111630,Rickman Enterprise Group,"$21,010.00 ",9/18/15,No,1,42.407436,-83.253814
1614 Evans,20006657,Blue Star,"$9,200.00 ",9/8/14,No,6,42.308119,-83.12324
16157 Lauder,22042345,Homrich,"$16,426.00 ",10/20/15,No,1,42.409861,-83.192075
17565 Gable,13012671-2,DMC Consultants,"$9,913.51 ",8/19/15,No,3,42.423985,-83.042603
18125 Schoenherr,21029830,Farrow Group,"$12,965.00 ",12/3/15,No,3,42.42914,-82.985217
18451 Schoenherr,21029818,Farrow Group,"$18,080.00 ",12/3/15,No,3,42.430524,-82.985284
19139 Hull,9020079,Adamo,"$5,700.00 ",3/8/16,No,3,42.433343,-83.08904
19922 Bradford,21035104,Rickman Enterprise Group,"$14,420.00 ",8/2/15,No,3,42.442378,-83.000976
19973 Annott,21035573,Jenkins Construction,"$9,700.00 ",10/30/14,No,3,42.443315,-83.002925
20213 Strasburg,21034355,DMC Consultants,"$12,965.51 ",11/24/15,No,3,42.445681,-82.999389
21481 Pickford,22015496,Adamo,"$27,887.00 ",1/4/16,No,1,42.423949,-83.254919
2221 Philip,21060676,DMC Consultants,"$13,004.51 ",11/23/15,No,4,42.380951,-82.947276
2352 Edsel,20014757,Rickman Enterprise Group,"$21,690.00 ",10/22/15,No,6,42.272094,-83.157649
2524 N La Salle Gardens,10001308,Homrich,"$21,400.00 ",12/1/14,No,5,42.365747,-83.102793
2826 Hale,11001428-9,Homrich,"$17,000.00 ",10/16/15,No,5,42.356608,-83.03151
299 Josephine,1002908,Blue Star,"$13,800.00 ",8/12/14,No,5,42.383984,-83.076557
3034 Electric,20014141,Rickman Enterprise Group,"$20,150.00 ",10/16/15,No,6,42.266075,-83.161525
3133 Lakewood,21054847,Able Demolition,"$16,160.00 ",2/10/16,No,4,42.385297,-82.954178
3561 16th St,10006419,Adamo,"$15,133.00 ",7/13/15,No,6,42.339181,-83.083856
3611 E Willis,13002220.002L,Able Demolition,"$13,089.60 ",2/11/16,No,5,42.36468,-83.026659
3617 S Deacon,20012308,DMC Consultants,"$15,237.51 ",12/14/15,No,6,42.258638,-83.160797
3685 E Hancock,13002674,Able Demolition,"$15,230.80 ",2/11/16,No,5,42.369325,-83.028177
3693 Benson,13001286,DMC Consultants,"$21,736.00 ",1/6/15,No,5,42.358283,-83.020754
4331 Barham,21065525-6,DMC Consultants,"$13,552.51 ",9/1/15,No,4,42.394007,-82.947688
4475 Carpenter,13006428,DMC Consultants,"$15,599.51 ",9/14/15,No,3,42.409094,-83.053695
4609 Mcdougall,11002073,Able Demolition,"$9,635.40 ",2/11/16,No,5,42.364413,-83.034191
4833 Lodewyck,21077957,DMC Consultants,"$14,922.51 ",11/18/15,No,4,42.408197,-82.919854
5023 St Clair,21038908,Homrich,"$19,900.00 ",10/16/15,No,4,42.384191,-82.992985
5095 Central,20004838,Farrow Group,"$17,196.00 ",10/16/15,No,6,42.333518,-83.139537
5480 Proctor,18012657,Able Demolition,"$9,898.00 ",2/19/16,No,6,42.33574,-83.138626
5501 Daniels,18010857,Farrow Group,"$14,695.00 ",10/8/15,No,6,42.338414,-83.131827
5771 Radnor,21078389,DMC Consultants,"$12,252.51 ",12/21/15,No,4,42.416025,-82.922791
610 Josephine,3002449,Blue Star,"$13,400.00 ",9/5/14,No,5,42.3847,-83.073103
618 Rosedale Ct,3002838,Blue Star,"$10,500.00 ",8/20/14,No,5,42.393869,-83.079138
6339 Hereford,21077172,DMC Consultants,"$13,202.51 ",11/18/15,No,4,42.418581,-82.93085
71 Melbourne,1002462,Blue Star,"$12,700.00 ",8/4/14,No,5,42.37712,-83.076183
7356 Dexter,12010360,Farrow Group,"$14,182.50 ",7/27/15,No,5,42.358092,-83.108982
7634 Dexter,12010376,Able Demolition,"$41,299.40 ",2/18/16,No,5,42.360222,-83.110411
8300 Piedmont,22086986,Adamo,"$16,977.00 ",1/4/16,No,7,42.353688,-83.228155
8418 Faust,22078487,Rickman Enterprise Group,"$11,370.00 ",9/16/15,No,7,42.354611,-83.220854
8505 Faust,22079279,Rickman Enterprise Group,"$20,590.00 ",9/17/15,No,7,42.35561,-83.221578
8600 Faust,22078499,Rickman Enterprise Group,"$13,260.00 ",9/17/15,No,7,42.356075,-83.220908
9049 Pierson,22107205,Able Demolition,"$13,299.88 ",1/7/16,No,7,42.359916,-83.24486
9137 Manistique,21061411,DMC Consultants,"$17,834.40 ",1/6/15,No,4,42.40677,-82.962574
